id,name,year,number_of_contributions,cnum
2096668,Differentiable and Probabilistic Programming for Fundamental Physics,2023,0,C23-07-05
2096669,The Extragalactic Distance Scale and Cosmic Expansion in the Era of Large Surveys and the James Webb Space Telescope,2023,0,C23-07-03
2096670,"Stellar Astrophysics in the Era of Gaia, Spectroscopic, and Asteroseismic Surveys",2023,0,C23-07-31
2096672,Particle & AMO physicists discussing quantum sensors and new physics 2023,2023,0,C23-08-28
2096673,Stellar magnetic fields from protostars to supernovae,2023,0,C23-10-09
2096773,Cosmology in Colombia 2022,2022,0,C22-09-14.1
2097443,28th Saalburg Summer School,2022,0,C22-08-29.4
2097444,Foundational Problems of Global Structure in Semi-Classical Gravity,2022,0,C22-07-21
2098136,4th Information Communication Technologies Conference,2023,0,C23-05-17
2098137,3rd Information Communication Technologies Conference,2022,0,C22-05-06.1
2098794,13th International Workshop on e+e- collisions from Phi to Psi,2022,0,C22-08-15.2
2101707,Strings and Geometry 2023,2023,0,C23-03-06
2102235,New Horizons in Primordial Black Holes physics,2023,0,C23-06-19.1
2102246,Supernovae in the Gravitational Wave Detection Era,2022,0,C22-11-28.1
2103666,Time and Clocks,2023,0,C23-02-27
2103832,8th High Energy Physics in the LHC Era,2023,0,C23-01-09
2104540,19th Workshop of the LHC Higgs Working Group,2022,0,C22-11-28.2
2104550,ICTP-SAIFR Riotto Minicourse on Inflationary Cosmology,2022,0,C22-09-01
2106415,"28th International Symposium on Particles, Strings and Cosmology",2023,0,C23-06-26.2
2109580,LOOPS 22,2022,0,C22-07-18.4
2110763,3rd High Energy Physics – Integrated Circuits Workshop,2022,0,C22-05-18
2110764,1st High Energy Physics Integrated Circuits Workshop,2017,0,C17-10-04.3
2111103,DESY Theory Workshop 2022,2022,0,C22-09-27
2111105,3D Supernova (Remnants),2022,0,C22-09-05.8
2111562,3rd International Conference on Dosimetry and its Applications,2019,0,C19-05-27.8
2643632,PetcovFEST,2023,0,C23-04-24.5
2643941,Invisibles School 2023,2023,0,C23-08-21.1
2643973,Testing Aspects of General Relativity-II,2023,0,C23-04-11.1
2643998,3rd MODE Workshop  Scientific Program Call for Abstracts Timetable Workshop on Machine-learning Optimized Design of Experiments,2023,0,C23-06-24
2644063,29th International Workshop on Weak Interactions and Neutrinos,2023,0,C23-07-03.8
2644772,Geometric Foundations Of Gravity 2023,2023,0,C23-06-19.8
2644773,13th Workshop on Geometric Correspondences of Gauge Theories,2023,0,C23-06-26.5
2644785,Parton Showers and Resummation 2023,2023,0,C23-06-06
2645115,(Re)interpretation of the LHC results for new physics,2023,0,C23-08-29
2645118,(Re)interpretation of the LHC results for new physics,2022,0,C22-12-12.6
2645119,(Re)interpretation of the LHC results for new physics,2021,0,C21-02-15.1
2645536,"NBIA PhD Summer School on Neutrinos: Here, There & Everywhere",2023,0,C23-07-17.8
2645540,PWF Latin America - Advanced Lectures on Theoretical Physics: General Relativity and Cosmology,2023,0,C23-06-02
2645546,Gravity 2023: Dawn of Field theoretic approach,2023,0,C23-07-18
2645623,20th Workshop of the LHC Higgs Working Group,2023,0,C23-11-13.1
2645998,31st International Conference on Supersymmetry and Unification of Fundamental Interactions,2024,0,C24-06-10
2646059,Holography@25 School,2023,0,C23-06-05.6
2646406,Holography@25 Workshop,2023,0,C23-06-14
2646472,School on Primordial Black Holes,2023,0,C23-06-26.6
2647110,∀Λ Holography @ Prague,2023,0,C23-05-16
2647217,ICTP-SAIFR School on Emergent Phenomena in Non-Equilibrium Quantum Many-Body Systems,2023,0,C23-06-26.7
2647549,Prague Spring Amplitudes Workshop 2023,2023,0,C23-05-15.6
2648769,4th Computational and Data Science school for HEP,2022,0,C22-08-01.12
2648771,3rd Computational and Data Science school for HEP,2019,0,C19-07-22.12
2648772,2nd Computational and Data Science school for HEP,2018,0,C18-07-23.12
2648773,1st Computational and Data Science school for HEP,2017,0,C17-07-10.9
2648783,2023 Perimeter-SAIFR Journeys into Theoretical Physics,2023,0,C23-07-17.11
2649097,stringtheory.pl/2023,2023,0,C23-05-19
2649163,stringtheory.pl/2020,2020,0,C20-12-17.1
2649575,Hidden Neutrinos: Symposium in honor of the 90th birthday of Frank Avignone,2023,0,C23-05-19.1
2649831,4th International Conference on Physics and Engineering Mathematics,2023,0,C23-12-14
2650174,10th Multi-Boson Interactions 2023,2023,0,C23-08-29.1
2650279,9th Multi-Bosons Interactions 2022,2022,0,C22-08-22.7
2650390,2nd Workshop on Nucleon Structure at Low Q and μASTI,2023,0,C23-05-15.7
2650633,Invisibles Workshop 2023,2023,0,C23-08-28.6
2650700,Multi-Messenger Continuous Gravitational Waves,2023,0,C23-07-11.2
2650775,Next-generation gamma-ray searches for dark matter,2023,0,C23-05-30.1
2651316,Parton Shower and Resummation 2024,2024,0,C24-07-02
2651317,Forward Physics and QCD at the LHC and EIC,2023,0,C23-10-23.3
2652174,Brookhaven Forum 2023,2023,0,C23-10-04
2652524,52nd British Universities Summer School in Theoretical Elementary Particle Physics,2023,0,C23-08-29.2
2652760,3rd NCTS TG2.1 Hsinchu Hub Workshop,2023,0,C23-06-07.1
2652778,2nd NCTS TG2.1 Hsinchu Hub Workshop,2022,0,C22-06-28
2652779,1st NCTS TG2.1 Hsinchu Hub Workshop,2021,0,C21-06-29
2652806,1st U.S. Quantum Information Science Summer School,2023,0,C23-08-06
2652829,Advanced school on asymptotically flat spacetime and celestial holography,2023,0,C23-08-28.7
2653575,Astronomical Data Analysis Summer School,2023,0,C23-09-18.5
2653624,3rd International Turkey-Iran Joint Conference on LHC Physics,2019,0,C19-06-10.11
2653628,9th Graduate School in Particle and Astroparticle Physics,2023,0,C23-07-18.1
2653673,Young Researchers Integrability School and Workshop 2023,2023,0,C23-07-17.12
2653674,"Integrability, Dualities and Deformations 2023",2023,0,C23-07-24.3
2653675,Fundamental Physics UK Meeting 2023,2023,0,C23-08-16
2654602,"ICTP Workshop on String Theory, Holography, and Black Holes",2023,0,C23-10-23.4
2654603,Precision Holography,2023,0,C23-06-05.7
2655004,1st Large Language Models in Physics Symposium,2024,0,C24-02-21
2655141,Einstein Equation in the dark side of the Universe,2023,0,C23-07-17.13
2655204,First Lund Jet Plane Institute,2023,0,C23-07-03.9
2655900,"Axions across boundaries between Particle Physics, Astrophysics, Cosmology and forefront Detection Technologies",2023,0,C23-06-05.8
2656134,VIEnna Workshop on Simulations 2024,2024,0,C24-04-22
2656190,Standard Model at the LHC 2023,2023,0,C23-07-10.6
2656499,Introductory ICTP-SAIFR Minicourse on AdS-CFT,2023,0,C23-05-29.6
2656966,A multipolar universe?,2023,0,C23-09-04.6
2657542,13th Workshop on pico-second timing detectors for physics,2023,0,C23-05-28.1
2657596,2nd International Conference on Axion Physics and Experiment,2023,0,C23-07-24.4
2658014,ICTP-SAIFR School on Quantum Chaos,2023,0,C23-08-21.3
2658026,Higgs 2023,2023,0,C23-11-27
2658040,Neutrino workshop at IFIRSE,2023,0,C23-07-16
2658113,Petnica Summer Institute 2023,2023,0,C23-08-03
2658115,"Integrability, Deformations and Chaos",2023,0,C23-07-25
2658583,International Summer School on High Energy Physics,2023,0,C23-09-03.2
2658857,CosmoLattice School 2023,2023,0,C23-09-25.4
2659211,6th Workshop on Cosmology and the Quantum Vacuum,2023,0,C23-09-10.1
2659402,International Workshop on Multi-Messenger Tomography of Earth 2023,2023,0,C23-07-04
2659622,"Hodge Theory, Mirror Symmetry, and Physics of Calabi-Yau Moduli",2023,0,C23-06-12.4
2661041,Machine Learning in Mathematics and Theoretical Physics,2023,0,C23-07-17.14
2661056,9th Future Circular Collider Conference,2023,0,C23-06-05.9
2661074,4th FCC Physics and Experiments Workshop,2020,0,C20-11-10
2661075,6th FCC Physics Workshop,2023,0,C23-01-22
2661129,Particle Avenues in the Dark Universe Arena,2023,0,C23-09-06.1
2661477,Quantum Information Theory in Quantum Field Theory and Cosmology,2023,0,C23-06-04.2
2663462,8th International Workshop on Directional Recoil Detection,2023,0,C23-12-11.1
2663467,GRAPPA 10: Celebraing 10 years of GRavitation and AstroParticle Physics Amsterdam,2023,0,C23-07-02
2663632,Third MODE Workshop on Differential Programming for Experiment Design,2023,0,C23-07-24.5
2663634,2nd MODE Workshop on Differentiable Programming for Experiment Design,2022,0,C22-09-12.13
2663635,1st MODE Workshop on Differentiable Programming,2021,0,C21-09-06.14
2664838,Theory and Experiment in High Energy Physics,2023,0,C23-07-26.1
2665075,89th Annual Conference of The Indian Mathematical Society,2023,0,C23-12-22
2665545,Lorentzian Quantum Gravity: Renormalization Group and Phase Structure,2023,0,C23-09-07
2665851,Puzzles in the Quantum Gravity Landscape: viewpoints from different approaches,2023,0,C23-10-23.5
2665952,The LHC Precision Program,2023,0,C23-10-01
2667058,14th International workshop on Multiple Partonic Interactions at the LHC,2023,0,C23-11-20.1
2667094,Celebrating 40 years of Milgromian dynamics and charting the road ahead,2023,0,C23-06-05.11
2667939,"Gravity Shape Pisa, New Frontiers in Physics Phenomenology",2023,0,C23-10-24
2668323,Workshop on Muon Physics at the Intensity and Precision Frontiers,2023,0,C23-04-15.1
2669232,29th Saalburg Summer School,2023,0,C23-09-04.8
2613128,2022 IEEE Conference on Control Technology and Applications,2022,0,C22-08-22.6
2614816,2nd  International Conference on Computing Innovation and Applied Physics,2023,0,C23-03-25.1
2615124,CosmoVerse@Lisbon,2023,0,C23-05-30
2615150,10th Workshop of the APS Topical Group on Hadronic Physics,2023,0,C23-04-12.1
2615151,9th Workshop of the APS Topical Group on Hadronic Physics,2021,0,C21-04-13
2615297,13th Higgs Hunting 2023,2023,0,C23-09-11.2
2615786,Machine Learning approaches in Lattice QCD,2023,0,C23-02-27.3
2615793,"7th International Conference on Chirality, Vorticity and Magnetic Field in Heavy Ion Collisions",2023,0,C23-07-19
2615895,Probing the quantum origin of spacetime,2023,0,C23-01-23.2
2616171,Quantum Information in Spain 2023,2023,0,C23-05-29.2
2616236,The Gradient Flow Field Transformation,2023,0,C23-03-20.2
2616721,HORIZONS 2022,2022,0,C22-11-14.3
2617213,DAE-BRNS symposium on Contemporary and Emerging Topics in High Energy Nuclear Physics,2022,0,C22-11-15
2618562,"Emergent Topics in Relativistic Hydrodynamics, Chirality, Vorticity and Magnetic Field",2023,0,C23-02-02
2619943,International School on High Energy Physics,2023,0,C23-03-01
2619944,International Conference on High Energy Physics,2023,0,C23-03-06.2
2619954,Verão Quântico - Quantum Summer,2023,0,C23-04-10.1
2620005,Quantum Effects in Gravitational Fields,2023,0,C23-08-28.3
2620084,The Physics of Disordered Superconductors and their Application to Quantum Circuits,2023,0,C23-06-04
2620086,"Applications of Hecke and Related Algebras: Representations, Integrability and Physics",2023,0,C23-02-26
2620087,Advances in Nonlinear Analysis and Nonlinear Waves: a Conference in Honor of Frank Merle,2023,0,C23-05-22.5
2621149,2023 Chung-Ang University Beyond Standard Model Worskhop,2023,0,C23-02-20.1
2621156,The Magnificent CEvNS : A workshop exploring coherent elastic neutrino-nucleus scattering,2023,0,C23-03-22.1
2621198,3rd African Conference on Fundamental and Applied Physics,2023,0,C23-09-25
2621390,Light Dark World 2023,2023,0,C23-09-19
2621416,Southwest Strings Meeting 2023,2023,0,C23-03-24
2622418,Quantum Fields and Gravity,2023,0,C23-02-03
2622494,"Kick-off Meeting of COST Action ""COSMIC WISPers in the Dark Universe: Theory, astrophysics, experiments"" (CA21106)",2023,0,C23-02-23
2622916,High Precision X-Ray Measurement 2023,2023,0,C23-06-19.4
2623070,Werner Israel Memorial Symposium,2023,0,C23-05-18
2623074,19th International Conference on QCD in Extreme Conditions,2023,0,C23-07-26
2623383,"Cancelled: String Theory, Cosmology and Particle Astrophysics",2023,0,C23-07-29
2623614,Hamiltonian field theory for QCD and Hadron Physics,2023,0,C23-05-15
2623617,2023 IHES Summer School - Recent Advances in Algebraic K-theory,2023,0,C23-07-10.1
2624234,Theoretical Advanced Study Institute in Elementary Particle Physics,2023,0,C23-06-05.2
2624236,14th Symposium on Sources and detection of dark matter and dark energy in the Universe,2023,0,C23-03-29
2624240,Color Glass Condensate at the Electron-Ion Collider,2023,0,C23-05-15.1
2624279,15th Terascale Detector Workshop,2023,0,C23-03-01.1
2625080,2023 Michigan Cosmology Summer School,2023,0,C23-06-05.3
2625088,Higgs Centre School of Theoretical Physics 2023,2023,0,C23-05-22.6
2626264,New England Algebraic Topology and Mathematical Physics Seminar,2023,0,C23-04-01
2626334,13th International Conference in High-Energy Physics,2023,0,C23-10-23.1
2626925,Advanced Summer School in Quantum Field Theory and Quantum Gravity,2023,0,C23-07-09.1
2627141,Less Travelled Path to the Dark Universe,2023,0,C23-03-13.2
2627491,12th International workshop on Multiple Partonic Interactions at the LHC,2021,0,C21-10-11.2
2627505,Phase Transitions in Particle Physics,2023,0,C23-03-28
2627507,Hamiltonian field theory for QCD and Hadron Physics,2023,0,C23-05-15.2
2627622,1st General Meeting of COST Action COSMIC WISPers (CA21106),2023,0,C23-09-05
2627708,4th International Conference on Charged Lepton Flavor Violation 2023,2023,0,C23-06-20
2628572,Ljubljana Summer School on Particle Physics and Cosmology,2023,0,C23-08-28.4
2628651,Quantum Field Theory in Curved Spacetime Workshop II,2023,0,C23-05-24
2628917,Cosmology 2023 in Miramare,2023,0,C23-09-18.1
2628924,Kefalonia Foundations 2023,2023,0,C23-09-04.4
2629293,Sao Paulo Advanced School on Multi-Messenger Astrophysics,2023,0,C23-05-29.3
2629422,"YITP long-term workshop ""Gravity and Cosmology 2024""",2024,0,C24-01-29.1
2630059,EURIZON school on particle detector technologies,2023,0,C23-07-17.6
2630705,Integrability in Gauge and String Theory 2023,2023,0,C23-06-19.5
2630955,Machine Learning for Jet Physics 2023,2023,0,C23-11-06
2630991,FIPs in the ALPs 2023,2023,0,C23-05-14
2631004,The Amplituhedron at 10,2023,0,C23-04-24.2
2631037,Gravitational Memory Effects,2023,0,C23-06-05.5
2631273,Converging on QCD+QED prescriptions,2023,0,C23-05-29.5
2631462,Quantum gravity and Cosmology 2023,2023,0,C23-04-17
2632413,Advanced Artificial Intelligence for precision High Energy Physics,2023,0,C23-07-17.7
2632940,Cosmology from Home 2023,2023,0,C23-07-03.4
2632971,17th International Workshop on the Dark Side of the Universe,2023,0,C23-07-10.4
2632990,Thermalization in Conformal Field Theories,2023,0,C23-07-10.5
2633985,"Foundations of Observational, Classical and Semi-Classical Gravitational Physics and The Problem of Agency and Laws of Nature",2023,0,C23-03-28.1
2634997,UConn-NSF summer school on Saturation physics and EIC,2023,0,C23-08-01
2635015,2nd MaNiTou summer school on gravitational waves,2023,0,C23-07-03.6
2635352,ICTP Online Summer School on Quantum Gravity,2023,0,C23-03-07
2635392,Meenakshi Narain Memorial Symposium,2023,0,C23-03-03
2635403,Deconstructing the string landscape,2023,0,C23-11-22
2635418,3rd New Physics Opportunities at Neutrino Facilities Workshop,2023,0,C23-06-01
2635433,Chicago Workshop on Dark Matter and Neutrino Physics,2023,0,C23-03-08
2635927,It from Qubit 2023,2023,0,C23-07-31.1
2635960,"18th ""Trento"" Workshop on Advanced Silicon Radiation Detectors",2023,0,C23-02-28
2636032,ICCUB School 2023,2023,0,C23-06-19.6
2636081,Data analysis challenges for stochastic gravitational wave backgrounds,2023,0,C23-07-19.1
2636089,Spring School on Superstring Theory and Related Topics,2023,0,C23-04-24.3
2636123,Dark Matter in Colombia,2023,0,C23-05-11
2636179,Phenomenology 2023 Symposium,2023,0,C23-05-08.1
2636694,Theoretical Particle Cosmology in the Early and Late Universe,2023,0,C23-05-01
2636695,MITP scientific program: EFT foundations and tools 2023,2023,0,C23-08-28.5
2636696,MITP topical workshop: Pulsar Timing Arrays: A Star-Way to New Physics,2023,0,C23-08-14.1
2636697,MITP topical workshop: Twisted Light in Quantum and Sub-Atomic Systems,2023,0,C23-09-18.4
2637062,School on Supersymmetry and Unification of Fundamental forces,2023,0,C23-07-11
2637164,26th International Conference on Particle Physics and Cosmology,2023,0,C23-09-11.4
2637434,Foundations under the Midnight Sun,2023,0,C23-06-04.1
2637603,Particles and Plasmas 2023,2023,0,C23-06-07
2637889,ICTP Summer School on Particle Physics,2023,0,C23-06-19.7
2638210,Amplitudes 2023 Summer School,2023,0,C23-07-31.2
2638259,IAGRG School on Gravitation and Cosmology,2023,0,C23-10-09.1
2638904,Proton Radius European Network & Muonic Atom Spectroscopy Theory Initiative,2023,0,C23-06-26.4
2638921,International School on AstroParticle Physics,2023,0,C23-09-11.5
2638925,Quantum Entanglement in High Energy Physics 2023,2023,0,C23-05-10
2639261,Challenges and Opportunities of High Frequency Gravitational Wave Detection,2019,0,C19-10-14.5
2639262,Ultra-High Frequency GWs,2021,0,C21-10-12
2639268,6th Gravitational Wave Open Data workshop,2023,0,C23-05-15.4
2639284,13th international QCD@LHC workshop,2023,0,C23-09-04.5
2639907,The Amplituhedron at 10,2023,0,C23-04-24.4
2639986,18th CERN-Fermilab HCP Summer School,2023,0,C23-08-22
2640483,DΛrk Energy:  from Fundamental Theories to Observations (and back),2023,0,C23-09-11.6
2641076,4th Annual Conference COST CA18108,2023,0,C23-07-11.1
2641111,20th International Workshop on Neutrino Telescopes,2023,0,C23-10-23.2
2641827,MITP Summer School 2023,2023,0,C23-07-03.7
2641833,Asia-Pacific School and Workshop on Gravitation and Cosmology 2023,2023,0,C23-05-14.1
2642344,Gran Sasso Hands-on 2023,2023,0,C23-09-25.1
2642961,ISC High Performance 2023,2023,0,C23-05-21
2643369,International Conference on Applied Mathematics and Digital Simulation,2023,0,C23-12-28
2643445,2023 European School of High-Energy Physics,2023,0,C23-09-06
1406073,LoopFest XV,2016,0,C16-08-15.1
1406212,Data Science @ LHC 2015,2015,0,C15-11-09.1
1406464,Discussion of Scientific Potential of Muon Beams,2015,0,C15-11-18.2
1406659,11th Iberian Cosmology Meeting,2016,0,C16-03-29
1407071,Alterman Conference on Geometric Algebra  and Summer School on Kähler Calculus,2016,0,C16-08-01
1407408,2nd International Conference on Charged Lepton Flavor Violation,2016,0,C16-06-20.2
1407534,Thunderstorms and Elementary Particle acceleration,2015,0,C15-10-02
1407763,Iberian Strings 2016,2016,0,C16-01-27
1407775,Dark Interactions: perspective from theory and experiment,2016,0,C16-10-04
1407891,Is SUSY alive and well?,2016,0,C16-09-28
1407912,Lehner/Pretorius ICTP-SAIFR Minicourse on Numerical Relativity,2016,0,C16-03-27
1407915,Invisibles Workshop 2016,2016,0,C16-09-12
1407916,Invisibles School 2016,2016,0,C16-09-05.4
1408077,10th International Conference on the Interconnection between Particle Physics and Cosmology,2016,0,C16-07-11
1408130,School on Dark Matter,2016,0,C16-06-27.2
1408253,2nd Symposium of the Division for Physics  of Fundamental Interactions of the Polish Physical Society,2016,0,C16-05-13
1409174,Warsaw Workshop on Non-Standard Dark Matter: multicomponent scenarios and beyond,2016,0,C16-06-02.1
1409665,11th International Workshop on High-pT Physics in the RHIC-LHC era,2016,0,C16-04-12
1410965,Numerical Relativity and Holography,2016,0,C16-06-26
1411178,Resurgence in Gauge and String Theories,2016,0,C16-07-18.1
1414293,TeV Particle Astrophysics 2016,2016,0,C16-09-12.1
1414324,40th Johns Hopkins Workshop on Current Problems in Particle Theory,2016,0,C16-05-14
1414841,SPIE Conference on Optics and Photonics,2015,0,C15-08-09.3
1676186,International Summer School on High Energy Physics,2018,0,C18-09-02.1
1676533,Practice and Experience in Advanced Research Computing,2018,0,C18-07-22.1
1677073,Current Themes in High Energy Physics and Cosmology,2018,0,C18-08-13.2
1677156,"Quantum fields, knots, and strings",2018,0,C18-09-24.5
1677748,2019 YITP Asian-Pacific Winter School and Workshop on Gravitation and Cosmology,2019,0,C19-02-11
1677774,"4th International Summer School on Symmetries, Fundamental Interactions and Cosmology",2018,0,C18-09-16.2
1677810,Strings 2018,2018,0,C18-06-25.7
1677812,Hadron Physics Summer School,2018,0,C18-09-24.6
1677813,School for Astroparticle Physics,2018,0,C18-10-03
1677814,EAUMP-ICTP School and Workshop on Homological Methods in Algebra and Geometry II,2018,0,C18-07-09.5
1677982,Energy conditions in quantum theory and gravity,2018,0,C18-09-20
1678343,8th Bangkok Workshop on High-Energy Theory,2019,0,C19-01-07
1678582,Gridka School on Computing and Science Fair,2018,0,C18-08-27.5
1679204,The Sound of Space-time: The Dawn of Gravitational Wave Science,2018,0,C18-11-26.1
1679585,13th Workshop on B Physics,2018,0,C18-10-01.3
1679865,Holographic QCD,2019,0,C19-07-22
1679978,Geometric correspondences of gauge theories at ESI,2018,0,C18-08-27.6
1680249,Workshop Emergent Phenomena in Strongly Correlated Quantum Matter,2018,0,C18-08-27.7
1680425,Flavour and Dark Matter 2018,2018,0,C18-09-24.7
1680800,3rd Colombian Meeting on High Energy Physics,2018,0,C18-12-03.2
1680877,Mini-workshop on High Accuracy Resummation and Parton Showers,2018,0,C18-10-29.1
1681232,"Analytics, Inference, and Computation in Cosmology: Advanced methods",2018,0,C18-09-02.2
1681406,"3rd Bangkok Workshop on Discrete Geometry, Dynamics and Statistics",2019,0,C19-01-21
1681562,Cosmology 2018 Dubrovnik,2018,0,C18-10-22.1
1681569,109th Meeting of the Study Group on Electronic Instrumentation : 109. Tagung der Studiengruppe elektronische Instrumentierung,2018,0,C18-04-16.4
1681572,Ginzburg Centennial Conference on Physics,2017,0,C17-05-29.7
1693251,WPC Theoretical Physics Symposium 2018,2018,0,C18-11-07
1693438,7th Target Fabrication Workshop,2018,0,C18-09-17.3
